_id,user_id,itemId,eventType,timestamp,interaction_type,eventValue
67080e60cd73bd5691d5171e,66e9c5755f042a244c705693,66dd9ff9a06ce48a7dc78fc0,Watched,1728581215,Videos,0.0
67080e61cd73bd5691d5171f,66e9c5755f042a244c705693,66dda552a06ce48a7dc79089,Watched,1728581216,Videos,0.0
67080e62cd73bd5691d51720,66e9c5755f042a244c705693,66dde0ea6f09b4ddb83d57a9,Watched,1728581217,Videos,0.0
67080e63cd73bd5691d51721,66e9c5755f042a244c705693,66dde7296f09b4ddb83d5893,Watched,1728581218,Videos,0.0
67080e66cd73bd5691d51722,66e9c5755f042a244c705693,66de00a393c5cd4396dcb160,Watched,1728581220,Videos,0.2
67080e69cd73bd5691d51723,66e9c5755f042a244c705693,66dec4e2da5588b4fb6ea6f0,Watched,1728581224,Videos,0.0
67080e6acd73bd5691d51724,66e9c5755f042a244c705693,66dede2f9469287413e35ff3,Watched,1728581225,Videos,0.0
67080e6dcd73bd5691d51725,66e9c5755f042a244c705693,66dd7f138c885167f2480ff5,Watched,1728581227,Videos,0.08333333333333333
67080ecfcd73bd5691d51726,66e9c5755f042a244c705693,66dede2f9469287413e35ff3,Watched,1728581326,Videos,0.017857142857142856
67080f78cd73bd5691d51727,66e9c5755f042a244c705693,66dede2f9469287413e35ff3,Watched,1728581495,Videos,0.0
67081113bd9f025dd1f43f57,66e9c5755f042a244c705693,66dede2f9469287413e35ff3,Watched,1728581902,Videos,0.0
67081119bd9f025dd1f43f58,66e9c5755f042a244c705693,66dda8a2a06ce48a7dc7910d,Watched,1728581904,Videos,0.0
6708111abd9f025dd1f43f59,66e9c5755f042a244c705693,66dda7d3a06ce48a7dc790e9,Watched,1728581904,Videos,0.0
6708116e9808b75721ab3bcc,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728581993,Videos,1.0
670811779808b75721ab3bcd,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582005,Videos,1.0
670811829808b75721ab3bce,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582016,Videos,1.0
6708118b9808b75721ab3bcf,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582024,Videos,0.6363636363636364
67081363824d8290e56efc8c,66e9c5725f042a244c705627,66ddfa4d93c5cd4396dcb073,Watched,1728582494,Videos,0.0
67081364824d8290e56efc8d,66e9c5725f042a244c705627,66ded15ada5588b4fb6ea957,Watched,1728582500,Videos,0.08888888888888889
67081375824d8290e56efc8e,66e9c5725f042a244c705627,66dda2a3a06ce48a7dc79026,commented,1728582515,Videos,1.0
67081380824d8290e56efc8f,66e9c5725f042a244c705627,66dda2a3a06ce48a7dc79026,Watched,1728582526,Videos,0.3157894736842105
67081381824d8290e56efc90,66e9c5725f042a244c705627,66ded15ada5588b4fb6ea957,Watched,1728582528,Videos,0.044444444444444446
670813aa824d8290e56efc91,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582569,Videos,1.0
670813b7824d8290e56efc92,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582580,Videos,1.0
670813c2824d8290e56efc93,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582592,Videos,1.0
670813cd824d8290e56efc94,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582604,Videos,1.0
670813d8824d8290e56efc95,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582615,Videos,1.0
670813e5824d8290e56efc96,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582627,Videos,1.0
670813f0824d8290e56efc97,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582638,Videos,1.0
670813fb824d8290e56efc98,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582650,Videos,1.0
67081408824d8290e56efc99,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582661,Videos,1.0
67081413824d8290e56efc9a,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582673,Videos,1.0
6708141e824d8290e56efc9b,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582685,Videos,1.0
67081429824d8290e56efc9c,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582696,Videos,1.0
67081436824d8290e56efc9d,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582708,Videos,1.0
67081441824d8290e56efc9e,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582719,Videos,1.0
6708144c824d8290e56efc9f,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582731,Videos,1.0
67081457824d8290e56efca0,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582742,Videos,1.0
67081464824d8290e56efca1,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582754,Videos,1.0
6708146f824d8290e56efca2,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582766,Videos,1.0
67081474824d8290e56efca3,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728582770,Videos,0.36363636363636365
6708162937a8c95dc9485d6f,670048437be3fc47b60ab567,6708106b42be8114c1620e02,Watched,1728583205,Videos,0.36363636363636365
67081a83a7c1cd40d42b7458,670048437be3fc47b60ab567,6708180ef37d1cac9bcfcde3,Watched,1728584318,Videos,0.45454545454545453
67081ab2a7c1cd40d42b7459,670048437be3fc47b60ab567,6708180ef37d1cac9bcfcde3,Watched,1728584368,Videos,0.36363636363636365
67081bdfa7c1cd40d42b745a,670048437be3fc47b60ab567,67081ac35540cb56bfb102d1,Watched,1728584669,Videos,0.18181818181818182
67081cf6a7c1cd40d42b745b,670048437be3fc47b60ab567,67081c1c3db0af6e0159667a,Watched,1728584948,Videos,0.18181818181818182
6708219e6aa5ca5618a7e9a5,66e9c5715f042a244c7055ed,6708218fa94252559673ae7d,Watched,1728586139,Videos,0.1875
670821b36aa5ca5618a7e9a6,66e9c5715f042a244c7055ed,66ffdf6174a77eff6d03bcc6,Watched,1728586157,Videos,0.0
670821c06aa5ca5618a7e9a7,66e9c5715f042a244c7055ed,66ffd6ae27c7bc3df9754122,Watched,1728586174,Videos,0.9411764705882353
670821c16aa5ca5618a7e9a8,66e9c5715f042a244c7055ed,66ffb893876acfeb2a8f08cc,Watched,1728586177,Videos,0.058823529411764705
670821c46aa5ca5618a7e9a9,66e9c5715f042a244c7055ed,66ff0d128552d29e860bfce0,Watched,1728586178,Videos,0.011111111111111112
670821c76aa5ca5618a7e9aa,66e9c5715f042a244c7055ed,66ff0ce5a329777ea857b1ee,Watched,1728586182,Videos,0.17647058823529413
670821cc6aa5ca5618a7e9ab,66e9c5715f042a244c7055ed,66ff030094269121b0746d51,Watched,1728586183,Videos,0.0
670822226aa5ca5618a7e9ac,66e9c5715f042a244c7055ed,66dda227a06ce48a7dc79011,Watched,1728586271,Videos,1.0
670822246aa5ca5618a7e9ad,66e9c5715f042a244c7055ed,66dda7d3a06ce48a7dc790e9,Watched,1728586275,Videos,0.04918032786885246
670822276aa5ca5618a7e9ae,66e9c5715f042a244c7055ed,66dea8fbf0ebb79513e519a3,Watched,1728586279,Videos,0.2727272727272727
670822386aa5ca5618a7e9af,66e9c5715f042a244c7055ed,66df5f2460780282aed2ea8e,Watched,1728586290,Videos,0.025
6708223b6aa5ca5618a7e9b0,66e9c5715f042a244c7055ed,66df8c84dd0776572944c481,Watched,1728586298,Videos,0.125
6708223c6aa5ca5618a7e9b1,66e9c5715f042a244c7055ed,66dfd6cc9c16b333a042f2f2,Watched,1728586300,Videos,0.0
6708224b6aa5ca5618a7e9b2,66e9c5715f042a244c7055ed,66dfdc8092ada63a712852c0,Watched,1728586312,Videos,0.0
6708224c6aa5ca5618a7e9b3,66e9c5715f042a244c7055ed,66dd9f7ca06ce48a7dc78fae,Watched,1728586316,Videos,0.0
6708224f6aa5ca5618a7e9b4,66e9c5715f042a244c7055ed,66dda00ea06ce48a7dc78fc3,Watched,1728586318,Videos,0.125
670822526aa5ca5618a7e9b5,66e9c5715f042a244c7055ed,66df01742cf6091c567d8c72,Watched,1728586321,Videos,0.2
670822556aa5ca5618a7e9b6,66e9c5715f042a244c7055ed,66df9ee6ad0f8b098f4fbf34,Watched,1728586324,Videos,0.1
6708225a6aa5ca5618a7e9b7,66e9c5715f042a244c7055ed,66dfe0f492ada63a7128539b,Watched,1728586329,Videos,0.6666666666666666
6708225b6aa5ca5618a7e9b8,66e9c5715f042a244c7055ed,66dfe49292ada63a7128544c,Watched,1728586330,Videos,0.06666666666666667
670822606aa5ca5618a7e9b9,66e9c5715f042a244c7055ed,66dfe60a92ada63a71285494,Watched,1728586334,Videos,0.05660377358490566
670822616aa5ca5618a7e9ba,66e9c5715f042a244c7055ed,66dfe7a092ada63a712854e2,Watched,1728586337,Videos,0.3333333333333333
6708261bc4a94e21713e65fc,670048437be3fc47b60ab567,67082538d392e9854edb5c9a,Watched,1728587287,Videos,0.5454545454545454
670827ace621b0da14a437da,670048437be3fc47b60ab567,6708262bd392e9854edb5caa,Watched,1728587689,Videos,0.36363636363636365
670827bbe621b0da14a437db,670048437be3fc47b60ab567,6708262bd392e9854edb5caa,Watched,1728587706,Videos,0.45454545454545453
6708283fe621b0da14a437dc,670048437be3fc47b60ab567,670827dfd392e9854edb5cb6,Watched,1728587836,Videos,0.36363636363636365
67082ae421158cdf29d31c90,66e9c5725f042a244c705627,66dd9a4ea06ce48a7dc78eea,Watched,1728588511,Videos,0.0
67082ae521158cdf29d31c91,66e9c5725f042a244c705627,66deb338f0ebb79513e51b9b,Watched,1728588515,Videos,0.016666666666666666
67082ae621158cdf29d31c92,66e9c5725f042a244c705627,66de1d1054bae0c2aae88d51,Watched,1728588517,Videos,0.0
67082ae721158cdf29d31c93,66e9c5725f042a244c705627,66def08f9469287413e3637e,Watched,1728588518,Videos,0.0
67082aea21158cdf29d31c94,66e9c5725f042a244c705627,66df20322cf6091c567d925d,Watched,1728588521,Videos,0.3333333333333333
67082aeb21158cdf29d31c95,66e9c5725f042a244c705627,66dd8caa8c885167f24811ed,Watched,1728588522,Videos,0.0
67082aec21158cdf29d31c96,66e9c5725f042a244c705627,66dde38e6f09b4ddb83d580c,Watched,1728588523,Videos,0.0
67082aed21158cdf29d31c97,66e9c5725f042a244c705627,66dea9a7f0ebb79513e519c4,Watched,1728588524,Videos,0.0
67082af221158cdf29d31c98,66e9c5725f042a244c705627,66dee0719469287413e36063,Watched,1728588527,Videos,0.06896551724137931
67082af521158cdf29d31c99,66e9c5725f042a244c705627,66de09f893c5cd4396dcb2bc,Watched,1728588530,Videos,0.0
67082af621158cdf29d31c9a,66e9c5725f042a244c705627,66ded38ada5588b4fb6ea9c3,Watched,1728588533,Videos,0.2
67082af721158cdf29d31c9b,66e9c5725f042a244c705627,66dd9d75a06ce48a7dc78f60,Watched,1728588534,Videos,0.0
67082af821158cdf29d31c9c,66e9c5725f042a244c705627,66dde17a6f09b4ddb83d57be,Watched,1728588535,Videos,0.0
67082af921158cdf29d31c9d,66e9c5725f042a244c705627,66dea4f5f0ebb79513e518dd,Watched,1728588536,Videos,0.0
67082afa21158cdf29d31c9e,66e9c5725f042a244c705627,66def0be9469287413e36387,Watched,1728588537,Videos,0.0
67082afb21158cdf29d31c9f,66e9c5725f042a244c705627,66df2b3018d4182c6a455995,Watched,1728588538,Videos,0.0
67082afc21158cdf29d31ca0,66e9c5725f042a244c705627,66dd9f15a06ce48a7dc78f9f,Watched,1728588539,Videos,0.0
67082afd21158cdf29d31ca1,66e9c5725f042a244c705627,66de198754bae0c2aae88ccd,Watched,1728588540,Videos,0.0
67082afe21158cdf29d31ca2,66e9c5725f042a244c705627,66deb0e5f0ebb79513e51b29,Watched,1728588541,Videos,0.0
67082aff21158cdf29d31ca3,66e9c5725f042a244c705627,66dede9d9469287413e36009,Watched,1728588542,Videos,0.0
67082b0021158cdf29d31ca4,66e9c5725f042a244c705627,66df0e3c2cf6091c567d8ee8,Watched,1728588543,Videos,0.0
67082cf29272ecab13e7ad9b,66e9c5755f042a244c705693,66dd7cba8c885167f2480f9e,Watched,1728589039,Videos,0.06451612903225806
67082cf59272ecab13e7ad9c,66e9c5755f042a244c705693,66dda64aa06ce48a7dc790ad,Watched,1728589042,Videos,0.16666666666666666
67082cf69272ecab13e7ad9d,66e9c5755f042a244c705693,66dde8726f09b4ddb83d58c3,Watched,1728589045,Videos,0.05128205128205128
67082d099272ecab13e7ad9e,66e9c5755f042a244c705693,66ddecb16f09b4ddb83d5962,Watched,1728589064,Videos,1.0
67082d0a9272ecab13e7ad9f,66e9c5755f042a244c705693,66ddecb16f09b4ddb83d5962,Watched,1728589065,Videos,0.0
67082d179272ecab13e7ada0,66e9c5755f042a244c705693,66deec5e9469287413e362af,Watched,1728589077,Videos,1.0
67082d189272ecab13e7ada1,66e9c5755f042a244c705693,66def8989469287413e3650a,Watched,1728589080,Videos,0.037037037037037035
67082d1b9272ecab13e7ada2,66e9c5755f042a244c705693,66defcb09469287413e365d3,Watched,1728589081,Videos,0.1
67082d209272ecab13e7ada3,66e9c5755f042a244c705693,66df76a7dd0776572944c052,Watched,1728589088,Videos,1.0
67082d239272ecab13e7ada4,66e9c5755f042a244c705693,66df76a7dd0776572944c052,Watched,1728589090,Videos,0.2
67082d249272ecab13e7ada5,66e9c5755f042a244c705693,66ddecb16f09b4ddb83d5962,Watched,1728589091,Videos,0.0
67082e2d9272ecab13e7ada6,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,Watched,1728589355,Videos,1.0
67082e459272ecab13e7ada7,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,commented,1728589380,Videos,1.0
67082e469272ecab13e7ada8,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,Watched,1728589382,Videos,1.0
67082eaa9272ecab13e7ada9,670048437be3fc47b60ab567,67082d44dd3469b141c531cd,Watched,1728589480,Videos,0.36363636363636365
67082ebe9272ecab13e7adaa,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,commented,1728589500,Videos,1.0
67082ec59272ecab13e7adab,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,Watched,1728589507,Videos,1.0
67082ec89272ecab13e7adac,66e9c5755f042a244c705693,66ddb20da06ce48a7dc7926f,Watched,1728589511,Videos,0.4
67082ef99272ecab13e7adad,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589557,Videos,0.0
67082f149272ecab13e7adae,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589587,Videos,0.0
67082f179272ecab13e7adaf,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589590,Videos,1.0
67082f199272ecab13e7adb0,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589592,Videos,1.0
67082f199272ecab13e7adb1,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589593,Videos,0.0
67082f1f9272ecab13e7adb2,66e9c5725f042a244c705627,66f3c88e8633f24b44c4f503,Watched,1728589597,Videos,0.06666666666666667
67082f239272ecab13e7adb3,66e9c5725f042a244c705627,66f3c88e8633f24b44c4f503,Watched,1728589602,Videos,0.13333333333333333
67082f249272ecab13e7adb4,66e9c5725f042a244c705627,66f3c88e8633f24b44c4f503,Watched,1728589604,Videos,0.0
67082f299272ecab13e7adb5,66e9c5725f042a244c705627,66f3c88e8633f24b44c4f503,Watched,1728589609,Videos,0.0
67082f3c9272ecab13e7adb6,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589627,Videos,1.0
67082f3d9272ecab13e7adb7,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589628,Videos,1.0
67082f429272ecab13e7adb8,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589633,Videos,1.0
67082f489272ecab13e7adb9,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589637,Videos,1.0
67082f499272ecab13e7adba,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589640,Videos,1.0
67082f4c9272ecab13e7adbb,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589643,Videos,1.0
67082f4d9272ecab13e7adbc,66e9c5725f042a244c705627,66fa5f08c4bbeef4a4652b3e,Watched,1728589644,Videos,0.0
67082f5e9272ecab13e7adbd,66e9c5725f042a244c705627,66dd7d4d8c885167f2480fb3,Watched,1728589659,Videos,0.05
67082f5f9272ecab13e7adbe,66e9c5725f042a244c705627,66dd8d3e8c885167f2481202,Watched,1728589661,Videos,0.027777777777777776
6708c020b02491615aeef9a7,66e9c56c5f042a244c7054f1,66dd9901a06ce48a7dc78eba,Watched,1728626717,Videos,0.07692307692307693
6708c024b02491615aeef9a8,66e9c56c5f042a244c7054f1,66dd9c01a06ce48a7dc78f2a,Watched,1728626722,Videos,0.19047619047619047
6708c025b02491615aeef9a9,66e9c56c5f042a244c7054f1,66dd9eeba06ce48a7dc78f99,Watched,1728626725,Videos,0.03389830508474576
6708c034b02491615aeef9aa,66e9c56c5f042a244c7054f1,66dda45aa06ce48a7dc79065,Watched,1728626739,Videos,1.0
6708c035b02491615aeef9ab,66e9c56c5f042a244c7054f1,66dda45aa06ce48a7dc79065,Watched,1728626740,Videos,0.0
6708c046b02491615aeef9ac,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626757,Videos,1.0
6708c057b02491615aeef9ad,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626773,Videos,1.0
6708c068b02491615aeef9ae,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626790,Videos,1.0
6708c077b02491615aeef9af,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626806,Videos,1.0
6708c088b02491615aeef9b0,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626823,Videos,1.0
6708c099b02491615aeef9b1,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626839,Videos,1.0
6708c0a9b02491615aeef9b2,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626856,Videos,1.0
6708c0bab02491615aeef9b3,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626872,Videos,1.0
6708c0cbb02491615aeef9b4,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626889,Videos,1.0
6708c0ceb02491615aeef9b5,66e9c5695f042a244c705377,66ddc06541f781a2fe7fb3ec,Watched,1728626892,Videos,0.0
6708c0cfb02491615aeef9b6,66e9c57f5f042a244c7058b1,66ddeada6f09b4ddb83d591d,Watched,1728626894,Videos,0.0
6708c0d0b02491615aeef9b7,66e9c57f5f042a244c7058b1,66de0db293c5cd4396dcb346,Watched,1728626895,Videos,0.0
6708c0d1b02491615aeef9b8,66e9c57f5f042a244c7058b1,66de18ce54bae0c2aae88cb2,Watched,1728626896,Videos,0.0
6708c0d4b02491615aeef9b9,66e9c57f5f042a244c7058b1,66deaacff0ebb79513e519fd,Watched,1728626898,Videos,0.01818181818181818
6708c0dbb02491615aeef9ba,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626905,Videos,1.0
6708c0ecb02491615aeef9bb,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626922,Videos,1.0
6708c0f1b02491615aeef9bc,66e9c56c5f042a244c7054f1,66ddc06541f781a2fe7fb3ec,Watched,1728626928,Videos,0.3125
6708c0f2b02491615aeef9bd,66e9c56c5f042a244c7054f1,66ddeada6f09b4ddb83d591d,Watched,1728626929,Videos,0.14285714285714285
6708c0f3b02491615aeef9be,66e9c56c5f042a244c7054f1,66de0db293c5cd4396dcb346,Watched,1728626930,Videos,0.0
6708c0f4b02491615aeef9bf,66e9c56c5f042a244c7054f1,66de18ce54bae0c2aae88cb2,Watched,1728626931,Videos,0.0
6708c0f5b02491615aeef9c0,66e9c56c5f042a244c7054f1,66dea478f0ebb79513e518c5,Watched,1728626932,Videos,0.0
6708c0f8b02491615aeef9c1,66e9c56c5f042a244c7054f1,66dd744a8c885167f2480e63,Watched,1728626935,Videos,0.016666666666666666
6708c0fbb02491615aeef9c2,66e9c56c5f042a244c7054f1,66dda60ca06ce48a7dc790a4,Watched,1728626938,Videos,0.09090909090909091
6708c0feb02491615aeef9c3,66e9c56c5f042a244c7054f1,66dda674a06ce48a7dc790b3,Watched,1728626940,Videos,0.027777777777777776
6708c101b02491615aeef9c4,66e9c56c5f042a244c7054f1,66dde2986f09b4ddb83d57e8,Watched,1728626943,Videos,0.25
6708c114b02491615aeef9c5,66e9c56c5f042a244c7054f1,66dded186f09b4ddb83d5971,Watched,1728626962,Videos,1.0
6708c119b02491615aeef9c6,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626969,Videos,1.0
6708c122b02491615aeef9c7,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626977,Videos,1.0
6708c127b02491615aeef9c8,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626983,Videos,1.0
6708c12eb02491615aeef9c9,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626988,Videos,1.0
6708c133b02491615aeef9ca,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626994,Videos,1.0
6708c136b02491615aeef9cb,66e9c56c5f042a244c7054f1,66ddfb9693c5cd4396dcb0a3,Watched,1728626997,Videos,0.4
6708c139b02491615aeef9cc,66e9c56c5f042a244c7054f1,66de166454bae0c2aae88c58,Watched,1728627000,Videos,0.3333333333333333
6708c174b02491615aeef9cd,66e9c56c5f042a244c7054f1,66de2c6e54bae0c2aae88f94,Watched,1728627059,Videos,1.0
6708c175b02491615aeef9ce,66e9c56c5f042a244c7054f1,66de2c6e54bae0c2aae88f94,Watched,1728627061,Videos,0.017241379310344827
6708c18eb02491615aeef9cf,66e9c56c5f042a244c7054f1,66dea84ff0ebb79513e51982,Watched,1728627085,Videos,0.8214285714285714
6708c1cbb02491615aeef9d0,66e9c56c5f042a244c7054f1,66deca60da5588b4fb6ea7fe,Watched,1728627146,Videos,1.0
6708c1ccb02491615aeef9d1,66e9c56c5f042a244c7054f1,66deca60da5588b4fb6ea7fe,Watched,1728627147,Videos,0.016666666666666666
6708c1d9b02491615aeef9d2,66e9c56c5f042a244c7054f1,66dd9c68a06ce48a7dc78f39,Watched,1728627159,Videos,0.3548387096774194
6708c1f2b02491615aeef9d3,66e9c56c5f042a244c7054f1,66dda106a06ce48a7dc78fe7,Watched,1728627184,Videos,1.0
6708c1f5b02491615aeef9d4,66e9c56c5f042a244c7054f1,66ddf70293c5cd4396dcaff8,Watched,1728627188,Videos,0.03636363636363636
6708c1f8b02491615aeef9d5,66e9c56c5f042a244c7054f1,66de005193c5cd4396dcb154,Watched,1728627191,Videos,0.017857142857142856
6708c20bb02491615aeef9d6,66e9c56c5f042a244c7054f1,66de0cf993c5cd4396dcb32b,Watched,1728627210,Videos,0.5625
6708c224b02491615aeef9d7,66e9c56c5f042a244c7054f1,66de21ce54bae0c2aae88e08,Watched,1728627235,Videos,1.0
